gene_name     synth_rate halflife
OR51L1               1.2     15.6
CRNKL1               4.7     20.1
JARID2               4.1      8.4
XCL1                 1.5     18.5
ZNF169               8.6      5.8
OR5AU1               2.5     15.0
FOXRED1              0.7     10.4
KCNJ4               28.2      4.6
STXBP5L              2.0     21.3
HTT                  7.9     11.3
SCAF11               4.9      5.7
C12orf65             3.6      9.6
IFNA17               4.9     12.8
CCR4                 2.7      9.9
grape                3.0      9.4
HOXA6                3.1     18.8
GPER1                2.6     12.6
HSD17B12             1.9     26.4
USH1G                0.4      8.4
TBC1D19              3.9     10.3
FBXO5                3.4     21.5
GNG3                 0.6     11.5
ZSCAN16              5.6     10.5
TMEM259              0.8      8.1
LALBA                4.9     17.4
FBXO32               0.4      6.5
DNAAF5               1.7     14.9
PPP1R12A             4.8     13.4
CHN2                 2.5      8.8
D2HGDH               2.3     10.7
RP11-475E11.9        2.2      9.6
DNAJC9               6.5     20.5
GTSF1L               0.9      7.2
DRG1                 0.5      5.7
SPOCK1              32.3     14.4
SPC24                1.3      3.4
AP5S1                1.1      8.5
LINC00998            1.1      8.1
FAM231A              7.8      6.7
SCYL1                3.2      9.9
NAV1                 6.4      9.1
RNF166               0.5     15.9
MROH7-TTC4           0.6      6.5
CYP2J2               3.0     11.2
PTGER4               0.5      7.5
TMEM35B              3.0     16.7
OR2AG2               1.2     16.5
LONP2                0.7     21.8
STYK1                2.7     10.7
SLC25A23             2.3      9.2
KCNG2               14.0     13.0
TEKT4                8.0     13.6
TEX19                2.2     12.8
ALX3                 1.2     18.2
lentil               6.6      8.3
CXCL6                1.2     10.0
WDR48                3.5     11.7
TGOLN2               1.7      7.4
ZBED8                0.9     17.0
COL6A5               1.1      6.8
AL162426.1           2.3     16.2
SULT1A1              1.1      8.0
HNRNPCL3             6.9      8.1
HTATSF1              2.8     10.6
LGALS9               0.5     12.6
WDR4                 1.8     31.2
ZBED6CL              1.1     14.6
AC007557.5           0.8      9.4
COL4A4               6.1      8.8
TRIM2                7.6     11.9
SUV39H2             21.5      9.6
MMAB                 5.4      8.6
DACH2                1.3      5.6
ASPA                 3.3     23.6
ZNF616               0.2     21.5
OR4N4                2.2      8.4
TVP23A               2.5     21.5
SMIM8                1.8     13.5
SCN1A                1.4      7.9
GALNTL6             14.6      9.6
RAE1                 1.4      4.3
ME3                  6.0     18.2
MANSC1               2.0     11.8
MYBBP1A             17.9      8.0
RTN4R                0.7      6.9
CCL21                8.7     17.1
PTPN4                0.6      6.8
A4GNT                1.3     13.8
SNAP47               5.9     18.1
CLEC2B               3.0     26.6
S100A3               4.5      6.1
FAM9B                3.2     22.7
PSENEN              12.6      8.7
SLC25A16             0.7      6.7
SV2A                 2.2      9.5
RAB23                8.1      7.7
NDUFAF3              6.6     12.8
CASQ1                5.3     20.8
MAEL                13.4     14.7
BSN                  0.4     16.1
DDX43                0.8     20.1
PLA2G6               1.7      6.9
TMEM79               6.2      5.4
MYL3                 2.5      9.4
RP11-123K3.4         0.8      7.5
CBY3                 1.9     11.4
KCNJ12               4.8     13.6
CDH15                1.5      9.6
SCT                  1.3     11.0
CSAG1                0.6      6.6
ALG12                4.1     10.6
CDAN1                0.7     14.3
C2                   0.7     12.5
ZNF697              10.3      9.0
RCCD1                8.8     18.6
GRB10                3.5     12.4
ARAF                 2.1     11.5
HOXA1                3.9     10.2
SF3B3                0.3     10.4
DNAH11               1.4     10.2
IFNW1                2.2     12.5
GDF1                 3.6     14.2
RGS14                1.3      6.5
TVP23B               1.6      5.7
IQCC                 5.8     24.0
OR10A7               4.7     18.1
OR7E24               7.2      8.7
CMAS                 1.8      8.5
TNFRSF21             0.8     12.0
MAG                  0.6     13.8
NSUN2                0.9     52.1
TMBIM1               6.1      7.4
ADGRG3               6.3     12.7
RABL3                2.2     23.1
ZNF391               0.8      7.7
CANT1                1.0     26.2
ALDH1L2              0.6     13.3
BIRC2                1.8     12.5
LARS2                4.4      7.8
OR4C3                3.1      8.2
ROBO3                0.8     10.0
TMEM201              2.8     18.6
BOK                  3.1     10.7
NPIPB5               1.8      9.3
PGPEP1L              4.2      5.6
ALCAM                2.9     22.0
CIB3                 5.4     14.4
RFPL3                2.0     38.0
EIF4H                1.0      9.3
ECM2                 1.1     23.9
ANAPC11              1.5     15.4
CDK7                 0.7     11.3
MYBPC2               1.3     20.9
OR3A1                2.2     18.7
OR2A25               2.8     10.7
RPS6KC1              2.9     12.1
PCNA                 2.0     11.1
PLD3                 0.7     12.1
INSIG2               3.6     16.3
OR2F2                2.7     33.5
OR2T34               1.1      6.6
RFX7                12.8     12.9
PSMA6                8.2      8.3
RALGAPA2             1.2      5.2
HIST1H4E             7.0      5.7
IQCB1                2.2      9.3
RAD50                3.1     18.2
FRMPD2               0.3     13.6
PMP22                1.1     20.0
COX7A1              19.9     10.6
FAM117A              2.6     13.3
FAXDC2               2.2     13.2
TUB                  2.6      7.8
ZNF22                3.4      8.7
SOCS6                8.4     10.9
IPO11               11.0     13.1
CWC22                2.3     27.6
DUOXA2               4.0     22.4
RTKN2                5.7      8.8
TCF24                3.8      5.6
AC016577.1           0.2     10.9
RNF8                 3.8      7.9
C1orf50              1.0      8.7
MPDZ                25.1      7.6
MSL2                 4.2     15.4
LCMT2                3.8     29.7
ADGB                 2.5      8.5
GAL3ST2              0.7     12.2
TRAFD1               2.0      8.8
MLF1                 2.6      9.8
AIFM1                3.4      8.8
TCF15                8.0     14.0
TIPRL                1.0      9.2
HSPA1B               0.5     15.2
RP11-544M22.13       8.8     12.2
XAF1                13.4     12.5
GGN                  0.8     10.3
TCEB3CL             15.4      5.2
ATXN3L               1.3      9.7
SLC17A5              3.8     11.0
OR51Q1               7.6      8.8
SPTLC3               1.2     20.6
WDR49                2.6     12.8
EVL                 10.2      8.7
CNTNAP3              6.5     27.5
SH3PXD2A             2.3      6.8
PRR11                1.3     19.3
DUX4                 4.9     17.9
ZGPAT                0.4      4.9
SRA1                 2.1     12.1
GSG2                14.3     19.5
LPAR3                8.4      8.5
SLC10A7              2.9      9.6
ARC                  1.6     13.4
HACD4                3.2     13.1
CNR1                 1.8     13.3
MSS51                3.9      8.6
ICE1                 1.9      7.7
TRIM49D2             4.1      9.4
ANAPC10              2.6     10.7
OR6F1                5.5     15.6
ORMDL3               1.3     16.1
COMMD6               2.3      8.9
VSIG10               2.4     17.3
CHST9                0.8     19.1
JMJD8                3.2     12.7
OR8B8                7.7      9.9
ABC13-47656900H15.1      2.2     15.2
RPS6KA1              2.9      6.6
UHRF1BP1             5.8     19.6
DAXX                 2.0     13.8
NUDCD3               2.9     14.5
KPNA3                0.5     14.8
AMIGO1               1.5     19.9
CAPZA1               5.4     13.2
ZNF780B              8.0     19.2
GGPS1                0.8     13.7
AMPH                 4.2      6.9
HOXA10               1.8     12.3
USP17L4              3.3     15.3
NLRP3                1.1      8.9
ABCB10               0.8      5.7
LGI1                 0.7     17.1
FAM72A               1.0     37.7
RBM41                1.7     14.7
C14orf180           12.6      7.5
CLVS1                0.7      7.0
OCIAD1               2.4      6.8
BX004987.1           3.5     12.5
PCDHGC3              2.1     11.5
TMEM245              3.1     12.3
RP11-1212A22.4       1.5      7.1
GPC5                 2.0      6.6
NPIPB11              4.7      8.3
TDGF1                0.8     10.4
MEX3D               15.1      7.5
ETV6                 0.9     10.9
SEC24C               4.7     11.2
C11orf70             2.9      8.5
NAGLU                2.2     17.8
UGT1A9               7.7     16.3
GATA3                0.8     12.2
ZNF780A              1.3     14.3
AMY2A                2.2     26.1
JAK3                 7.1      7.1
NOMO2                2.6     11.2
TOR2A                6.8     15.6
BRF1                 3.8      6.2
OR5H1                1.4     29.3
ZGLP1               23.0     27.3
IK                   2.2      8.7
RUVBL2               1.7     18.1
SENP3-EIF4A1         0.3      6.1
TAGAP               11.2     10.0
ADGRB1               2.8     15.4
EGR4                 1.7      5.3
RIOK3                1.7      6.9
MBD4                 2.8      8.2
ACSL1                2.0      9.2
HEATR6               3.6     13.2
SGTB                 2.3     11.2
TMEM170A            10.0     15.5
ERP27                5.6      8.9
NKX6-2               0.2     12.0
AC004813.1           0.2      5.5
CIR1                 0.7     12.2
THAP12               2.3      9.2
ZNF347               9.3     14.9
SLC17A7              0.7      7.8
CLCN6                2.4     14.1
CCDC58               2.8     15.6
ZNRD1                1.1     13.8
KCNE1B               7.3      9.1
PYM1                 2.0     15.3
ZNF121               4.0     11.6
XCR1                 8.6     10.2
UBIAD1               6.9     12.7
VPS26B               4.1     10.1
LPA                  1.4     11.7
KLHL11               1.3     14.2
RAB37                0.9     19.5
HSD17B8              3.7     11.9
ENAH                 3.4     20.1
COASY                1.6     20.5
ATG101               0.8     14.2
ACOX2                6.4     11.6
ZNF12                0.7      4.9
STIM1                3.3     14.1
PRAMEF10             1.1     12.1
TESC                 0.7     12.8
AWAT1                1.9     11.6
ZNF765               5.9     12.1
GOLGA8Q              0.4     11.7
TPI1                30.6      8.7
TUBA8                2.0     16.5
HDAC2                0.4      8.9
MRPS15               2.0     10.6
SASH1                1.8     26.0
LRRC66               3.3     23.6
NKX2-6               2.3     11.7
RP11-141O19.1        0.4      4.9
OR2T12               1.5      9.0
AL049872.1          12.0     18.0
NR4A2                5.6      4.9
COL2A1               4.2      8.4
TNIP2                6.7     18.9
ATCAY                5.4      9.2
SPDYE2B              3.3     13.8
ANP32A               0.4     12.3
CENPI                1.8     10.2
GSTCD                6.7     22.3
MYSM1                0.3     11.2
CLRN3                0.8      7.8
DIAPH3               6.2     34.0
RAB40A               0.9      5.4
TRAF3                6.3     11.6
CECR5                6.8     29.7
ANAPC7               1.5     14.1
ZNF569               3.9     10.8
SPRR2F               0.7     13.9
DNM2                 1.8      7.4
CT83                 2.9     16.5
MUTYH                4.1     10.3
PSORS1C2             0.5      8.9
PARS2                4.5     10.8
KHDRBS1              0.5      8.0
