gene_name         0h    12h    24h    48h    96h 
SDC3              20.4    8.4    3.4    0.4    0.0 
PUM1              42.6    9.4    2.5    0.1    0.0 
NKAIN1            11.9   15.4   15.2   16.2    7.6 
SNRNP40            5.8    5.7    5.4    2.9    0.6 
ZCCHC17           30.4   16.0    6.5    1.1    0.0 
FABP3             65.0   50.6   36.3   11.1    0.7 
SERINC2           36.4   27.3   13.0    3.6    0.1 
TINAGL1           37.7   14.0    5.7    0.6    0.0 
HCRTR1            16.1   14.8   13.3    8.6    2.0 
PEF1              21.5   20.3   17.5    9.8    1.8 
COL16A1           20.9   21.2   22.8   16.7    6.1 
ADGRB2            17.2   11.5    7.7    2.1    0.1 
SPOCD1           129.4  137.6  149.9  134.8   65.7 
PTP4A2             8.4    4.2    1.7    0.3    0.0 
KHDRBS1            4.5    2.3    1.1    0.2    0.0 
TMEM39B           64.2   59.4   44.4   20.8    2.8 
KPNA6             42.4   20.1    6.9    0.7    0.0 
TXLNA             19.5   20.7   22.2   14.5    5.2 
CCDC28B           18.3   17.9   14.9    7.5    1.6 
IQCC             143.2  207.5  271.1  322.7  314.2 
DCDC2B            34.9   29.7   23.5   13.7    1.7 
TMEM234           21.9    7.8    2.8    0.2    0.0 
EIF3I             70.3   65.1   63.4   39.8    9.8 
FAM167B           23.7   21.0   16.0    7.8    1.0 
LCK               10.1    6.8    4.5    1.3    0.1 
HDAC1             42.6   22.4   10.1    1.9    0.0 
MARCKSL1          19.4    8.4    3.2    0.4    0.0 
TSSK3             15.5   18.9   18.6   15.3    5.9 
FAM229A           61.6   36.1   18.2    4.5    0.1 
BSDC1             26.1   23.7   21.2   12.6    2.9 
RP1-27O5.3       144.5  139.1  118.1   66.1   13.0 
ZBTB8B            57.4   17.7    5.9    0.5    0.0 
ZBTB8A            39.7   34.9   24.2   10.6    1.1 
ZBTB8OS           69.8   65.2   57.7   37.0    7.4 
RBBP4             72.9   46.3   21.6    4.6    0.1 
SYNC              26.5   19.1   11.9    4.6    0.3 
KIAA1522         128.3  136.3  150.7  141.6   77.6 
YARS             168.4  192.1  189.2  150.1   59.7 
S100PBP           22.7   25.6   25.6   18.6    6.1 
FNDC5              9.6    6.6    3.6    0.9    0.0 
HPCA              10.6    4.6    1.6    0.2    0.0 
TMEM54             4.2    2.8    1.7    0.4    0.0 
RNF19B            20.3   16.8   10.9    3.4    0.2 
AK2              113.0   59.6   23.8    3.4    0.0 
AZIN2             40.0   56.4   54.1   53.9   30.5 
TRIM62            15.4    7.9    3.8    0.7    0.0 
ZNF362            14.2   10.9    5.5    1.6    0.1 
A3GALT2           92.0   81.3   58.9   27.8    3.8 
PHC2             352.6  409.2  429.8  356.4  166.7 
ZSCAN20          137.5   97.8   58.7   18.4    1.0 
CSMD2             26.3   26.4   20.9    9.6    1.5 
HMGB4             24.0   19.3   14.3    7.7    1.1 
C1orf94           56.6   41.2   26.3    9.5    0.9 
SMIM12            22.1   11.2    5.5    1.0    0.0 
GJB5               7.6    8.4    8.1    6.4    2.3 
GJB4              65.4   84.8  107.0  111.4   83.5 
GJB3             206.5  303.3  311.9  366.7  269.5 
GJA4              76.9   57.2   34.0   12.4    0.8 
DLGAP3             7.4    2.8    1.2    0.1    0.0 
RP11-244H3.4     156.7   77.9   36.0    7.0    0.1 
TMEM35B           51.1   57.3   62.0   48.3   21.2 
ZMYM6             36.9   43.9   58.5   67.8   47.0 
ZMYM1            107.9  142.7  151.2  154.5   82.7 
SFPQ              36.3   50.4   53.8   58.0   37.9 
ZMYM4             51.8   48.4   40.5   22.8    3.7 
KIAA0319L         12.7   18.7   20.1   24.3   19.7 
NCDN              19.0   10.5    5.5    1.1    0.0 
TFAP2E            42.2   38.2   36.4   22.6    4.8 
PSMB2             22.4   17.7   12.8    6.8    0.8 
C1orf216          14.4   12.2    9.4    4.4    0.6 
CLSPN             33.7   37.6   41.5   39.8   15.9 
AGO4              26.0   27.1   30.0   25.1   11.9 
AGO1               6.2    0.3    0.0    0.0    0.0 
AGO3              20.3   19.0   15.4    7.7    1.1 
TEKT2             65.1   40.3   22.6    6.9    0.3 
ADPRHL2           16.8   18.2   23.5   21.8   11.2 
COL8A2            93.3   62.2   37.3   10.5    0.5 
TRAPPC3           57.7   54.3   39.5   17.8    2.6 
MAP7D1            56.3   44.2   29.7   11.4    1.0 
THRAP3            58.6   56.5   39.1   22.2    4.3 
SH3D21           208.9  252.1  287.2  243.4  163.3 
EVA1B            256.6  383.8  568.1  912.7 1415.1 
STK40             34.4   29.5   21.5   11.1    1.6 
LSM10             16.4   20.2   19.5   16.3    7.4 
OSCP1              5.9    3.6    1.6    0.3    0.0 
MRPS15            23.1   17.7   11.1    3.9    0.3 
CSF3R              8.7    1.3    0.2    0.0    0.0 
GRIK3             98.0   69.7   43.7   12.2    0.6 
ZC3H12A           82.1   74.1   58.1   37.3    6.6 
MEAF6              9.8    5.2    2.3    0.5    0.0 
SNIP1              5.4    1.9    0.6    0.0    0.0 
DNALI1             7.7    7.0    5.4    2.4    0.3 
GNL2              21.6   11.7    6.1    1.4    0.0 
RSPO1             83.2   92.6   87.5   82.6   36.4 
C1orf109          26.6   28.1   23.8   19.5    7.8 
CDCA8             13.1    5.2    2.1    0.3    0.0 
EPHA10            11.8   12.8   13.1    8.8    2.9 
MANEAL            71.1   67.6   67.5   57.0   20.3 
YRDC              18.9   11.9    6.7    1.5    0.0 
C1orf122          17.8   11.0    6.3    1.8    0.1 
MTF1              34.7   49.4   57.2   60.6   43.8 
INPP5B           233.4  329.5  372.4  442.8  368.1 
SF3A3             51.9   51.0   39.2   23.1    4.6 
FHL3             224.1  183.8  136.0   56.9    6.1 
UTP11             53.3   62.6   60.7   48.9   16.3 
POU3F1           146.8  117.4   75.7   29.1    1.8 
RRAGC             44.2   21.8    8.2    1.4    0.0 
MYCBP             16.1    9.1    4.6    0.9    0.0 
RP5-864K19.6       5.5    6.1    5.2    3.7    1.1 
GJA9              27.1   18.2    9.2    2.4    0.1 
RHBDL2            17.1   16.7   14.9    8.9    2.2 
AKIRIN1           42.8   18.6    8.4    1.3    0.0 
NDUFS5            79.2   50.1   28.5    7.5    0.4 
MACF1             76.8   53.8   31.3    8.7    0.5 
BMP8A            112.3   99.4   71.0   26.3    2.5 
PABPC4            23.8   14.1    7.1    1.4    0.0 
HEYL               1.1    0.2    0.0    0.0    0.0 
NT5C1A            61.1   64.3   57.9   33.9    7.3 
HPCAL4           338.3  343.6  332.5  239.5   71.8 
PPIE              31.0   41.2   48.1   62.9   52.3 
BMP8B             56.7   67.6   94.9   99.9   76.9 
OXCT2             36.1   35.7   31.4   18.8    3.5 
TRIT1             31.9   12.6    4.6    0.5    0.0 
MYCL              27.5   39.7   45.8   52.4   42.4 
MFSD2A            29.6   10.1    3.4    0.3    0.0 
CAP1              12.1    6.4    3.4    0.7    0.0 
PPT1               8.7   10.3   10.1    9.0    3.8 
RLF               12.0    9.7    9.1    5.9    1.5 
TMCO2             13.4   15.1   14.1   11.2    4.4 
ZMPSTE24          27.0   13.9    6.3    1.4    0.0 
COL9A2             7.4    5.8    4.4    1.6    0.1 
SMAP2             92.0   73.2   59.2   25.7    3.8 
ZFP69B           156.1  187.2  220.3  214.0   99.9 
ZFP69             34.6   44.2   50.5   47.3   37.3 
EXO5              25.0   14.0    6.8    1.5    0.0 
ZNF684            56.2   74.1   97.7  132.9  125.9 
RIMS3             17.8   14.3    9.4    4.0    0.3 
NFYC               6.1    2.6    1.0    0.1    0.0 
KCNQ4             79.4   84.8   73.3   52.0   16.5 
CITED4           261.8  217.3  184.4   95.9   13.5 
CTPS1            363.4  404.2  461.6  461.6  222.3 
SLFNL1            62.6   10.4    1.7    0.0    0.0 
SCMH1             25.7   17.2   10.4    3.5    0.2 
FOXO6             23.1   21.2   15.6    7.1    0.9 
EDN2              14.3    3.9    1.0    0.1    0.0 
HIVEP3            48.5   70.7  107.9  182.2  409.1 
GUCA2B           265.8  383.4  463.2  627.9  644.5 
GUCA2A            46.7   14.5    4.8    0.3    0.0 
FOXJ3              4.6    1.8    0.6    0.1    0.0 
RIMKLA             4.6    4.3    3.5    2.0    0.4 
ZMYND12           16.9    6.3    2.9    0.4    0.0 
PPCS               9.2    8.6    6.6    3.1    0.5 
CCDC30            14.4    7.9    4.1    0.9    0.0 
PPIH              16.4   19.8   22.6   23.6   13.7 
YBX1             164.8  182.8  166.5  118.3   42.8 
CLDN19            12.1   10.4    8.8    3.9    0.6 
P3H1              27.3   11.4    3.7    0.4    0.0 
C1orf50            8.4    4.9    2.4    0.6    0.0 
RP5-994D16.12     16.3   15.4   11.3    6.8    1.0 
RP5-994D16.11      5.2    2.1    0.7    0.1    0.0 
SVBP              35.0   36.7   28.2   17.2    4.1 
ERMAP             21.3   15.2    7.8    1.8    0.1 
ZNF691            14.0   11.3    8.8    4.1    0.6 
SLC2A1            96.9   59.4   29.5    7.5    0.2 
FAM183A           51.7   74.7   96.3  145.2  157.7 
EBNA1BP2          71.6   63.3   50.4   27.3    3.9 
CFAP57             7.9    3.4    1.1    0.1    0.0 
TMEM125           39.1   24.7   12.6    3.2    0.1 
C1orf210         255.2  349.1  358.3  461.1  364.5 
TIE1              17.4   22.4   26.9   26.1   20.0 
MPL               16.4   16.6   13.1    7.7    1.8 
CDC20             19.2   19.5   20.8   17.0    7.6 
ELOVL1            38.9   33.0   22.5    9.8    1.1 
MED8               6.5    2.7    1.0    0.1    0.0 
SZT2              32.3   37.4   40.8   37.8   20.0 
HYI                8.3    4.8    2.6    0.6    0.0 
PTPRF             72.8   70.2   67.9   36.0    9.4 
KDM4A             62.8   30.5   12.4    1.6    0.0 
ST3GAL3            5.6    2.4    1.2    0.2    0.0 
ARTN              26.0    9.1    2.8    0.2    0.0 
IPO13              8.1    6.3    3.9    1.5    0.1 
DPH2              20.2    3.2    0.4    0.0    0.0 
ATP6V0B           19.5   25.3   23.8   22.9   11.6 
B4GALT2           14.2    9.0    4.0    0.7    0.0 
CCDC24            31.2   13.3    4.5    0.5    0.0 
SLC6A9            28.3   30.4   34.9   26.8   11.0 
KLF17             12.5    7.5    3.6    0.7    0.0 
KLF18             24.6    5.1    1.0    0.0    0.0 
DMAP1             28.5   43.4   59.5   80.4   82.0 
ERI3              18.1    7.3    2.9    0.3    0.0 
RNF220            52.8   49.2   31.9   14.3    1.5 
TMEM53            54.1   20.7    7.4    0.9    0.0 
C1orf228          11.9    1.6    0.2    0.0    0.0 
KIF2C              5.1    1.0    0.2    0.0    0.0 
RPS8              36.8   29.6   15.6    4.3    0.2 
BEST4             33.1   43.3   53.1   52.8   29.4 
PLK3              42.6   28.5   18.5    6.0    0.4 
TCTEX1D4          37.2   29.8   24.6   10.7    1.6 
BTBD19            80.5  112.5  159.0  241.7  299.8 
PTCH2             20.6   30.4   38.6   46.3   40.7 
EIF2B3            19.5   15.6    9.1    3.4    0.3 
HECTD3            37.6   20.3   12.5    2.7    0.1 
UROD             117.0  174.7  231.4  292.9  339.4 
ZSWIM5             6.3    4.9    3.2    1.1    0.1 
HPDL               4.8    3.4    1.9    0.5    0.0 
MUTYH             42.9   33.8   21.4    7.3    0.4 
TOE1              30.7   34.7   41.0   40.9   22.4 
TESK2             19.3   23.2   20.8   14.7    4.9 
CCDC163P           3.8    2.8    2.2    0.6    0.0 
MMACHC            16.2    8.1    4.3    1.0    0.0 
PRDX1            113.3  119.9  131.0   86.0   28.1 
AKR1A1            66.9   56.8   49.1   24.7    4.8 
NASP              32.9   36.1   34.6   28.5   10.7 
CCDC17            92.6  115.9  116.6   90.0   47.1 
GPBP1L1           38.3    8.1    1.7    0.1    0.0 
TMEM69            30.0   24.3   16.7    6.6    0.5 
IPP              107.2   85.3   66.9   30.1    3.7 
MAST2            114.3   33.5   12.8    0.9    0.0 
PIK3R3            19.5   16.4   12.6    6.3    1.0 
TSPAN1            32.1   31.1   26.2   18.2    4.8 
RP11-322N21.2      4.2    4.7    4.6    3.6    1.2 
POMGNT1           64.0   92.0  106.5  132.8  121.7 
LURAP1            93.7   49.9   24.6    5.1    0.1 
RAD54L            13.5   11.3    9.0    4.1    0.6 
LRRC41            16.0   17.9   18.3   15.7    7.4 
UQCRH             15.2   19.7   17.2   15.0    4.8 
NSUN4             32.7   45.8   48.4   47.2   25.9 
FAAH              18.4   16.0   13.6    5.7    0.8 
DMBX1            225.2  314.3  335.9  377.0  239.2 
RP11-49P4.7       10.2    9.7    8.2    5.1    1.1 
KNCN               6.7    1.5    0.3    0.0    0.0 
MKNK1             18.6   24.3   31.0   30.1   22.2 
MOB3C             60.9   41.0   21.4    6.0    0.3 
ATPAF1            45.4   12.9    3.6    0.2    0.0 
TEX38             17.3   18.0   15.1    8.1    1.8 
EFCAB14            3.4    1.6    0.7    0.1    0.0 
CYP4B1            56.5   23.7    9.3    1.1    0.0 
CYP4A11           35.4   25.5   15.5    4.5    0.2 
CYP4X1            24.1   10.7    4.8    0.7    0.0 
CYP4Z1            99.5   61.8   36.5    8.8    0.4 
CYP4A22          246.4  275.9  335.0  238.0  101.4 
PDZK1IP1           3.6    0.2    0.0    0.0    0.0 
TAL1              31.3   39.8   48.5   50.5   43.2 
STIL               7.8    9.1    9.3    7.9    3.1 
CMPK1             14.1   27.9   39.6   57.2  100.7 
FOXE3            127.2   52.1   17.2    1.7    0.0 
FOXD2             85.7   89.7   90.1   66.1   25.8 
TRABD2B            7.2    5.7    4.3    1.7    0.2 
AL356289.1        52.3   59.7   59.1   51.6   21.2 
SLC5A9            56.2   45.5   40.7   18.9    3.1 
SPATA6            82.2  106.1  121.6  129.7   99.4 
AGBL4             35.5   39.7   31.6   21.6    4.7 
BEND5            277.8  207.5  117.9   40.8    2.6 
ELAVL4            12.6    7.7    3.9    0.8    0.0 
DMRTA2             8.3    2.4    0.7    0.0    0.0 
FAF1              96.6   88.7   74.1   33.7    4.5 
CDKN2C            25.7   30.8   34.9   31.5   19.5 
C1orf185          20.7   24.3   24.5   17.5    5.7 
RNF11             50.3   75.8   95.6  130.0  185.4 
TTC39A             7.2    5.0    2.9    1.0    0.0 
EPS15            108.9  165.9  220.5  317.3  385.0 
OSBPL9             7.7    4.3    2.2    0.5    0.0 
NRDC              31.8   14.7    6.3    0.7    0.0 
RAB3B             41.5    8.7    1.6    0.0    0.0 
TXNDC12           12.8   11.6    9.1    3.8    0.4 
KTI12             57.5   86.4  100.6  145.6  179.4 
BTF3L4           196.7  135.5   92.8   34.7    2.5 
ZFYVE9            10.3    6.9    4.2    1.1    0.0 
CC2D1B            48.6   58.3   70.2   57.7   31.0 
ORC1              11.8    8.8    6.0    2.0    0.1 
PRPF38A           29.2   36.9   38.2   39.2   26.7 
ZCCHC11            9.2   11.0   13.0   10.8    5.0 
GPX7              84.0   65.3   38.6   13.0    0.7 
FAM159A           27.8   13.9    5.4    0.8    0.0 
COA7               7.8    1.8    0.4    0.0    0.0 
ZYG11B            33.8   14.9    6.1    0.7    0.0 
ZYG11A            92.4  113.4  111.5   86.3   35.3 
ECHDC2             6.7    7.6    7.5    5.2    1.9 
SCP2               7.1    2.9    1.0    0.1    0.0 
AL445183.1        17.0   12.8    6.1    1.5    0.1 
PODN              11.7   13.9   18.2   23.8   19.6 
SLC1A7            27.7   14.1    6.2    1.0    0.0 
CPT2              27.1   28.7   33.5   27.8   13.6 
C1orf123          34.2   31.9   26.0   13.0    1.9 
MAGOH             19.0   11.2    5.6    1.3    0.0 
LRP8             306.6  390.0  475.1  489.9  330.4 
DMRTB1            30.8   12.6    3.9    0.5    0.0 
GLIS1              6.1    2.8    1.0    0.1    0.0 
NDC1              15.6    8.1    3.6    0.5    0.0 
YIPF1             23.9   19.6   14.1    5.4    0.5 
DIO1              45.8   30.8   20.0    6.0    0.3 
HSPB11            20.9    7.7    2.9    0.3    0.0 
LRRC42            37.2   48.1   49.3   47.3   28.8 
LDLRAD1           30.3   24.9   17.9    7.0    0.7 
TMEM59            25.3   18.6   13.2    4.7    0.3 
TCEANC2          341.9  537.1  669.2  989.4 1334.7 
RP11-446E24.4     82.1   91.1   93.3   93.4   46.3 
CDCP2             45.7   56.3   61.3   60.3   26.2 
CYB5RL             7.5    5.6    4.1    1.3    0.1 
MRPL37            53.2   50.3   39.8   18.5    2.6 
SSBP3             96.8  115.2  119.2  104.5   42.4 
ACOT11           248.8  184.0  126.3   49.4    3.9 
FAM151A           46.9   76.0  102.5  170.6  259.5 
MROH7             33.6   49.9   62.5   81.4   84.8 
MROH7-TTC4         4.0    1.6    0.5    0.0    0.0 
TTC4              10.7   13.1   13.5   11.0    4.8 
PARS2             53.4   37.7   28.4   10.1    0.8 
TTC22             16.2   13.2    9.0    3.2    0.2 
LEXM              45.0   56.6   61.3   60.7   35.0 
DHCR24           113.4  116.1  122.4   89.4   37.0 
TMEM61            30.8   33.0   32.8   25.7    8.6 
BSND              12.4    4.7    1.7    0.2    0.0 
PCSK9             28.5   33.1   39.1   32.6   17.6 
USP24            242.4  294.4  321.6  256.5  123.3 
PLPP3             17.9    2.2    0.2    0.0    0.0 
PRKAA2            96.6   40.1   15.7    1.9    0.0 
C1orf168          68.6   73.7   69.1   47.8   16.6 
C8A               74.3   90.0   91.2   92.6   45.4 
C8B               53.6   52.7   51.4   33.5   10.2 
DAB1              35.9   32.3   26.0   15.3    2.6 
OMA1             799.0 1141.8 1722.1 2905.3 4438.4 
TACSTD2           12.2    5.4    1.8    0.2    0.0 
MYSM1              3.4    2.6    2.2    0.8    0.1 
JUN               78.4   83.9   65.8   41.8    9.0 
FGGY             110.5  161.9  202.0  320.4  387.6 
HOOK1             19.5    3.3    0.4    0.0    0.0 
CYP2J2            34.6   28.1   19.7    8.0    0.8 
C1orf87           65.6   44.5   26.2    7.2    0.4 
NFIA               5.1    1.7    0.5    0.0    0.0 
TM2D1              3.3    1.1    0.3    0.0    0.0 
PATJ              24.1   15.3    7.0    1.7    0.1 
L1TD1             45.6   58.7   58.9   45.4   18.9 
KANK4             22.4    5.4    1.1    0.0    0.0 
USP1              76.1   74.9   52.4   21.2    3.1 
DOCK7            174.7  207.0  225.3  247.8  139.7 
ANGPTL3          171.4  144.0  101.9   42.5    4.9 
ATG4C             95.3   92.3   85.3   52.7   13.6 
FOXD3              6.6    6.2    5.9    3.1    0.6 
ALG6              14.0   15.4   13.1    6.9    1.6 
ITGB3BP            7.0    6.4    3.6    1.4    0.1 
EFCAB7           217.6  282.7  278.3  260.3  138.5 
PGM1             101.3   82.5   61.9   26.3    3.0 
ROR1             133.1  107.1   73.7   29.5    2.4 
UBE2U             23.8   20.6   17.1    7.6    1.2 
CACHD1            13.9    8.3    4.9    0.9    0.0 
